id,Name,Ort,Standort des Lagers,Betreiber,Dauer des Bestehens,Häftlingsbelegung,Unterbringung,Art der Arbeiten,Todesopfer,Rücküberstellungen,Fluchten,Zugänge aus anderen Lagern,Evakuierung,Juristische Aufarbeitung,Besonderheiten der Evakuierung,Besonderheiten des Lagers,Ende der Evakuierung,Todesopfer/Vorkommnisse,Verlauf/Orte,Datum,Typ,Stärke der Kolonne,Beginn der Evakuierung,Marsch auf sächsischem Gebiet,weitere Evakuierung,Ende/Befreiung,Besonderheiten,Häftlingsstärke,Verbleib,Arbeitseinsatz,Herkunft,Anzahl Todesopfer,Bekannte Opfer,Dauer des Bahntransports,Dauer der Evakuierung
58,Aussenlager KZ Gross-Rosen,Zittau (96). schönau (Sieniawka).,"Stadt Zittau, Gemarkung Großporitsch und Gemeinde Klein","Zitt-Werke – Tarnfirma der Fa. Junkers Flugzeug- und Motoren- werke AG Dessau in „Gebr. Morus AG“ Zittau, OT Kleinschönau, Hedwigsdorfer Str. 4b",28. Oktober 1944 bis 8. Mai 1945. Die Kriegsproduktion in den Zitt-Werken wurde Ende März 1945 eingestellt. Das Lager bestand weiter.,"Etwa 800, meist ungarische Jüdinnen. Ab Ende Januar 1945 circa 250 Männer aus Buchenwald (Juden aus Polen, Ungarn, Belgien).",Abgezäuntes Wirtschaftsgebäude im Gelände der ehemaligen Kaserne Zittau.524 KZ-Außenlager in Sachsen,Herstellung von Flugzeugtriebwerken und Munition.,"158, nur 70 dokumentiert (meist Männer). Sieben Jüdinnen und 25 Männer sind im Urnenhain des Zittauer Krematorium beigesetzt.",Nicht bekannt.,"Teils Fluchten, nachdem die SS das Lager am 6. Mai verließ.",Am 7. Februar 1945 wurden 160 Kranke aus dem Außenlager Hartmannsdorf (Miloszów) in Zittau zurückgelassen. Am 12. Februar 1945 kamen100 Häftlinge vom AL Görlitz.,Es wurden einige Häftlinge in umliegende Außenlager gebracht. Einige Frauen wurden am 30. März 1945 evakuiert. Der genaue Verlauf der Märsche und die Anzahl der evakuierten Häftlinge sind nicht bekannt.,Keine bekannt,Nach der teilweisen Schließung des Frauenlagers wurde das Gelände bis Kriegsende als Durchgangslager für Evakuierungs- märsche der AL aus Auschwitz und Groß-Rosen genutzt.,"Gräfe/Töpfer geben an, dass sich im Dachgeschoss des Lagers eine Entbindungsstation befand. Dorthin wurden auch Frauen aus anderen Lagern zur Entbindung gebracht. Meist wurden die Frauen mit ihren Neugeborenen in das AL Kratzau I (Niederschlesien) des KZ Groß-Rosen gebracht. Dort ließ die Kommando-Führerin die Babys vergiften. Neben dem KZ-Außenlager bestand auf demselben Gelände ein Arbeitskommando des Gerichtsgefängnisses Zittau. Am 4. Februar traf ein Teil des Kommandostabes des KZ Groß- Rosen in Zittau ein, dabei war auch der Arzt und Mörder von Auschwitz, Josef Mengele. Nach der Befreiung kamen 200 Häftlinge in ein Krankenhaus. Todesfälle wurden noch bis Oktober 1945 registriert. 21 ungarische Jüdinnen und zwei Männer bekamen am 18. Mai vom Vollzugsausschuss der sowjetischen Kommandantur Entlassungsscheine.",Nicht bekannt.,Nicht bekannt.,Es wurden einige Häftlinge in umliegende Außenlager gebracht. Einige Frauen wurden am 30. März 1945 evakuiert. Der genaue Verlauf der Märsche und die Anzahl der evakuierten Häftlinge sind nicht bekannt.,1945-03-30,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
59,Aussenlager KZ Flossenbuerg,"Zschachwitz (97). AG, Killingerstr. (heute Fritz-Schreiter-Str.).","Zschachwitz (gehört heute zu Dresden), Mühlenbau und Industrie",MIAG.,13. Oktober 1944 bis 14. April 1945.,1.000 männliche Häftlinge (auch Kinder und Jugendliche) aus mehreren europäischen Ländern. Verzeichnis der KZ-Außenlager 525,"Über der Verladehalle auf nackten, mehrstöckigen Pritschen und unter ständigem Produktionslärm.",In 12-Stunden-Schichten wurden Getriebeteile für Panzer gefertigt.,101.,"Am 26. Februar 89 Häftlinge nach Flossenbürg, darunter wahr- scheinlich Verletzte.",42.,Nicht bekannt.,Ab 14. April 1945 in mehreren Etappen.,"Gegen den Kommandanten Kübler kam es nach dem Krieg zu zwei Verfahren wegen der im KZ Flossenbürg verübten Verbre- chen, in deren Ergebnis er fünf Jahre Haft erhielt. Einige Kapos wurden wegen Vergehen in anderen Außenlagern ebenfalls verurteilt. Die Ermittlungen zu Zschachwitz wurden wegen Verjährung eingestellt.",Nicht bekannt.,"Bei den Angriffen am 13. und 14. Februar 1945 wurde der Betrieb schwer getroffen, unter anderem zerstörten Brandbom- ben das Dach der Verladehalle. Für die etwa 900 Häftlinge gab es nur eine schmale Stiege zur Flucht. In der ausbrechenden Panik kamen mehrere Häftlinge zu Tode. Mindestens 32 Häftlinge nutzten das Chaos danach zur Flucht. Mehrere wurden wieder aufgegriffen, einige erschossen. Andere kamen mit dem Leben und einigen Tagen Arrest im Keller ohne Essen und Trinken davon.",Nicht bekannt.,"Die letzten Häftlinge beseitigten am 26. April die Spuren des Lagers. Stacheldrahtzaun und Wachtürme wurden abgerissen, die KZ-Kleidung und belastende Akten verbrannt. Die Häftlinge mussten einen Todesmarsch antreten, der noch viele Opfer forderte. Ein Kapo soll unterwegs einen gehunfähigen alten Mann mit dem Spaten erschlagen haben. Nach vier Tagesmärschen erreichten sie Leitmeritz, wo sie im Mai 1945 befreit wurden.","Am 14. April sollten 200 Häftlinge per Bahn nach Leitmeritz verlagert werden. Sie machten eine Irrfahrt durch das Osterz gebirge und Nordböhmen, konnten schließlich aber bei Kralupy und Roztoki u Prahy nordwestlich von Prag fliehen. Einige verstarben, anderen half ihnen die tschechische Bevölkerung zu überleben. Anfang Mai wurden sie befreit.",1945-04-14,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
60,Aussenlager KZ Flossenbuerg,Zschopau (98).,"DKW-Werk, Marienberger Straße 189.","Auto Union AG‚ Tochtergesellschaft Mitteldeutsche Motoren- werke Taucha (MIMO)‚ Vorstandsvorsitzender Dr. William Werner, Wehrwirtschaftsführer, Träger des Ritterkreuzes des Kriegsverdienstkreuzes.",21. November 1944 bis 15. April 1945.,"21. April 1944 Transport aus Auschwitz-Birkenau 500 Frauen und Mädchen, davon 15 von 1928–1930 geboren. Es waren alles Jüdinnen aus verschiedenen Ländern, teils aus dem KZ Plaszów.","Dachgeschoß der obersten Werkhalle, Nr. 23, von den darunter- liegenden Produktionsräumen durch Stacheldraht abgesperrt. Bei Ankunft des Transports war die Unterkunft noch nicht eingerich- tet, dafür gab es ein Ausweichquartier teils in der Volksschule im Stadtzentrum‚ teils in einer vier Kilometer entfernten stillgeleg- ten Papierfabrik in Wilischthal.",Bearbeitung von Metallteilen mittels Fräs-‚ Bohr-‚ Dreh- und Schleifmaschinen für Flugzeugmotoren und andere Flugzeugteile (Räder).,Fünf Frauen und ein neugeborenes Kind.,Eine Frau ins KZ Ravensbrück (wahrscheinlich schwanger).,"Während der Lagerexistenz keine, aber mindestens 16–17 während der Evakuierung. Vier von ihnen sind nach Zschopau zurückgegangen und wurden hier versteckt und gerettet. Zwei gingen nach Marienberg und wurden dort gerettet. Eine Retterin, eine ausgebombte Hamburgerin, wurde als „Gerechte unter den Völkern“ von Yad Vashem ausgezeichnet.",Nicht bekannt.,"Mit den am Vortag aus Wilischthal eingetroffenen Frauen marschierten am 15. April 1945 die ,Zschopauer<U+02BB> Frauen nach Wilischthal zurück und wurden dort in einen Zug verladen, der über Annaberg nach Theresienstadt (Terezín) fuhr.",Keine Strafverfolgung des Lagerführers und der Oberaufseherin; eine SS-Aufseherin wurde 1948 zu einem Jahr und drei Monaten verurteilt. Verzeichnis der KZ-Außenlager 527,Nicht bekannt.,Nicht bekannt.,"Ankunft 21. oder 22. April 1945, Befreiung am 9. Mai 1945. 456 Frauen des Lagers Zschopau wurden in Theresienstadt regi striert.",Sechs Frauen aus dem Zschopauer Lager verstarben noch nach ihrer Befreiung in Theresienstadt.,"Mit den am Vortag aus Wilischthal eingetroffenen Frauen marschierten am 15. April 1945 die ,Zschopauer<U+02BB> Frauen nach Wilischthal zurück und wurden dort in einen Zug verladen, der über Annaberg nach Theresienstadt (Terezín) fuhr.",1945-04-15,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
61,Aussenlager KZ Flossenbuerg,Zwickau (99).,"Zwickau, Crimmitschauer Straße.","Auto-Union AG Chemnitz, Werk Horch Zwickau.",30. August 1944 bis 13. April 1945.,"Insgesamt 1.167 männliche Häftlinge aus 15 Nationen, darunter 60 ungarische Juden.",Barackenlager mit fünf Baracken auf beziehungsweise neben dem Betriebsgelände.,"Herstellung von Fahrzeugen, Flugzeugen und Torpedos.",Mindestens 280 Häftlinge; 156 Häftlinge wurden nachweislich in Zwickau verbrannt. Nach dem Krieg wurden in Zwickau-Eckers- bach 65 Leichen gefunden. Im August 1945 wurden Urnen von 320 Opfern der Außenlager Zwickau und Mülsen St. Micheln im Stadtpark Zwickau beigesetzt.,Nicht bekannt.,"Mehrere Fluchtversuche; im Februar 1945 wurden 23 Häftlinge erschossen, als sie versuchten, durch einen Tunnel zu flüchten.",Nicht bekannt.,"Am 13. April 1945, nachmittags, wurden die 688 Häftlinge evakuiert. Zunächst marschierten die Häftlinge Richtung Lengen- feld, um mit dem dortigen Lager zu marschieren. Die Kranken wurden auf Lastwagen abtransportiert.","Der Lagerführer, SS-Unterscharführer Wilhelm Müsch, wurde 1956 vom Schwurgericht Tier wegen Totschlags zu einer mehrjährigen Haftstrafe verurteilt. Ein zweites Verfahren wurde 1960 wegen Verhandlungsunfähigkeit eingestellt.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,"In Planitz wurde ein Häftling getötet. Dabei wurden in Wernes- grün ein Häftling, in Stützengrün, Ortsteil Neulehn, acht Häftlinge erschossen.","Zwickau-Planitz, Übernachtung im „Waldhaus“ in Ebersbrunn. Am 14. April 1945 weiter über Grün, OT von Lengenfeld, – Rode- wisch – Wernesgrün – Rothekirchen-Stützengrün – Neulehn – Schönheide; Anschluss an die dort lagernden Häftlinge aus Lengenfeld, Schönheide und Plauen, Weitermarsch wie AL Lengenfeld.528 KZ-Außenlager außerhalb Sachsens – Märsche",1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
62,Aussenlager KZ Flossenbuerg,"Altenburg (2), Sömmerda (84.1).",Nicht bekannt.,"HASAG Altenburg, Rheinmetall-Borsig AG in Sömmerda.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"2.443 Frauen und etwa 200 Männer aus elf europäischen Nationen, dabei jüdische Häftlinge aus Polen, Ungarn und Tschechei.","Am 4. April 1945 mussten die 1.259 ungarischen Jüdinnen vom Lager Sömmerda zu Fuß über Buttstädt – Eckardtsberga – Bad Kösen – Naumburg und Zeitz marschieren. Am 9./10. April übernachteten sie im geräumten Außenlager Tröglitz/Rehmsdorf. Am 10. April wurde die Kolonne geteilt und in die Außenlager Meuselwitz und Altenburg getrieben. Angaben über Todesopfer liegen nicht vor. 12./13. April 1945: Am Nachmittag verließen die Häftlinge der HASAG Altenburg das Lager, etwa 200 marschunfähige Frauen blieben zurück. Die Kolonne marschierte ins Pleißetal bei Münsa – Gössnitz und erreichte Sachsen. Verzeichnis der KZ-Außenlager 529","12. April 1945: Am Morgen wurde die Kolonne der etwa 600 bis 650 Frauen aus Sömmerda weiter nach Süden getrieben und erreichte auch Sachsen. Die Altenburger marschierten nach Meerane, mindestens ein Marschblock weiter über die Autobahn 4 nach Glauchau. Wegen des Vorstoßes amerikanischer Truppen schwenkten die anderen Marschblöcke vor der Autobahn nach Osten. 13./14. April 1945: Zwischen Meerane, Pfaffroda und anderen Orten nördlich der A4 wurden zahlreiche Häftlinge befreit, allein in Waldenburg/Sachsen über 800 ungarische Juden. Eine Befreiung von Häftlingen fand auch in und um Glauchau statt. Unter den Häftlingen aus Altenburg gab es durch die Kürze der Strecke keine Todesopfer. Ein Teil der Frauen aus Sömmerda waren zuvor schon weiter in südöstliche Richtung (Lichtenstein/Stollberg) bis ins Sudetenland getrieben worden.",In den Orten Boxgrün (Srny) und Hüttmesgrün (Vrch) wurden Sömmerdaer Frauen von den Bewachern verlassen. Der genaue Evakuierungsweg konnte nicht geklärt werden.,Befreiung durch jeweils eintreffende alliierte Truppen.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
63,Aussenlager KZ Gross-Rosen,"Aschersleben, preußische Provinz Sachsen (4).",Nicht bekannt.,Junkers Flugzeug- und Motorenwerke Aktiengesellschaft Dessau.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,Etwa 500 jüdische Frauen und etwa 450 politische Häftlinge (Männer).,Vor dem 11. April 1945 erfolgten Lagerräumung und Marsch nach Südosten (Alsleben – Könnern – Zörbig – Bitterfeld). Dabei zerfiel die Kolonne in zwei Gruppen.530 KZ-Außenlager außerhalb Sachsens – Märsche,"Bis 14. April 1945 erreichte eine Kolonne (4.1) Delitzsch und wurde mit der Bahn über Eilenburg – Torgau – Falkenberg/Elster – Riesa nach Leitmeritz gebracht. 14. April 1945: Die zweite Kolonne (4.2) überquerte bei Bitter- feld die Mulde und die Gruppe gelangte nach Mühlbeck, wo sie von der Bevölkerung versorgt wurde. Hier wurden 68 Opfer (verschiedener Märsche durch das Gebiet) begraben (siehe auch (51)). 15./16. April 1945: Nach einem Transport in die Gegend um Torgau Rückkehr nach Mühlbeck. Anschließend wurden die Häftlinge in Richtung Düben gebracht (4.2).","24. April 1945: Aufnahme von 259 jüdischen Häftlingen (mindes- tens 252 Frauen) in Theresienstadt. Nichtjüdische Häftlinge blieben in Leitmeritz zurück (4.1). 30. April 1945: Nichtjüdische Häftlinge aus Leitmeritz (Litomerice) wurden in einem Bahntransport überstellt, der am 8./9. Mai 1945 bei Budweis befreit wurde.",20. April 1945: Befreiung von etwa 200 Häftlingen bei Düben (4.2).,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
64,Aussenlager KZ Buchenwald,"Aslau (Osla), preußische Provinz Niederschlesien (5).",Nicht bekannt.,Focke-Wulf-Flugzeugbau GmbH Bremen.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"545 Männer, politische Häftlinge aus acht europäischen Ländern.",10.–12. Februar 1945: Marsch über Bunzlau (Boleslawiec) und Lauban (Luban) nach Görlitz.,"Bis 17. Februar 1945: Marsch auf der Strecke Königshain – Weißenberg – Bautzen – Crostwitz bis Kamenz. 18./19. Februar 1945: In der Nacht wurde Großenhain erreicht. 19. Februar 1945: Elbüberquerung in Riesa, Weitermarsch in Richtung Oschatz. Nach Überquerung der Elbe wurden das Marschtempo reduziert und größere Pausen eingelegt. 20. bis 25. Februar 1945: Wurzen wurde passiert. Bis Ende Februar 1945: Über Eilenburg – Krostitz – Delitzsch wurde die Landesgrenze von Sachsen erreicht. Verzeichnis der KZ-Außenlager 531",Der weitere Weg führte über Brehna – Eisleben – Sangerhausen – Berga (heute Berga-Kelbra). 16. März 1945: 487 Überlebende des Marsches wurden in der Boelcke-Kaserne Nordhausen (KZ Dora-Mittelbau) registriert.,Die Überlebenden wurden mit der Bahn nach Bergen-Belsen gebracht. Zahl der Befreiten ist nicht bekannt,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
65,Aussenlager KZ Gross-Rosen,Berga/Elster (8).,Nicht bekannt.,Braunkohle Benzin AG (BRABAG).,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,1.447 Männer (unter anderem ehemalige Kriegsgefangene und Juden),"12. April 1945: Marsch Berga/Elster – Teichwolframsdorf – Gottesgrün (1†),","13. bis 16. April 1945: Marsch Reuth – Neumark – Hauptmanns- grün (ein Todesfall) – Irfersgrün – Stangengrün – Obercrinitz (23 Fluchten, 3†) – Bärenwalde – Albernau – Bockau (vier geflüchtet) – Sosa (elf Todesfälle, vier geflüchtet) – Lindenau (drei geflüchtet 19. April 1945), weitere zwölf Geflüchtete erhielten in Lindenau im Mai 1945 Hilfe. 17. April 1945: Steinheidel (sieben Todesfälle, vier geflüchtet) wurde passiert. 18. April 1945: Marsch Breitenbrunn (einer geflüchtet) – Ritters- grün (ein Todesfall) – Goldenhöhe (Zlatý Kopec, zwölf Todesfälle) bis 21. April 1945. Sachsen wird bei Rittersgrün/Zlatý Kopec verlassen (zwölf Todesfälle). Die vier in Steinheidel Geflohenen wurden in Johanngeorgenstadt inhaftiert. Zwei starben am 27./28. April, zwei wurden am Kriegsende befreit.","Der Marsch erfolgte weiter über Gottesgab (Boží Dar), Schmiede- berg (Kovárská) nach Theresienstadt und Manetin bei Pilsen (Plzen), mindestens 60 weitere Todesfälle auf heutigem tschechi- schem Gebiet.Ende/Befreiung",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
66,Aussenlager KZ Flossenbuerg,"Bunzlau I (Boleslawiec), preußische Provinz Niederschlesien (11).",Nicht bekannt.,Focke-Wulf-Flugzeugbau GmbH Bremen und andere.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,700 bis 850 jüdische Männer.,11. Februar 1945: Abmarsch der marschfähigen Häftlinge in Richtung Görlitz. Im Lager blieben die kranken Häftlinge aus den Lagern Bunzlau I und II zurück. Etwa 150 Kranke wurden am 12. Februar durch die Rote Armee befreit.,Die Marschkolonne erreicht bei Görlitz Sachsen. Die weitere Marschroute wird mit Chemnitz – Leipzig – Halle – KZ Dora-Mit- telbau angegeben. Die Strecke ließ sich bisher nicht nachweisen.,25. März 1945: Im KZ Dora-Mittelbau wurden 541 Überlebende aus Bunzlau I registriert. Von dort mussten wahrscheinlich alle Häftlinge nach Bergen-Belsen weitermarschieren.,"43 Überlebende wurden im April 1945 im KZ Bergen-Belsen befreit. Drei weitere Überlebende gaben an, über das KZ Dora- Mittelbau nach Bergen-Belsen evakuiert worden zu sein.","Das Arbeitskommando Rauscha (Ruszów) (76) gehörte ebenfalls zum Außenlager Bunzlau I. Dieses Kommando wurde am 26. Februar 1945 in das Flossenbürger Außenlager Flöha evakuiert. Möglich ist, dass diese Verlegung bei der Ermittlung der Marschstrecke einbezogen wurde, ohne dass man dieses ausgewiesen hatte. Die näheren Umstände des Transports von Rauscha nach Flöha sind nicht bekannt.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
67,Aussenlager KZ Buchenwald,Bunzlau II (Boleslawiec) preußische Provinz Niederschlesien (12).,Nicht bekannt.,Focke-Wulf-Flugzeugbau GmbH Bremen.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"Etwa 650 Männer, politische Häftlinge.",11. Februar 1945: Abmarsch der marschfähigen Häftlinge in Richtung Görlitz. Im Lager blieben die kranken Häftlinge aus den Lagern Bunzlau I und II zurück und wurden am 12. Februar durch die Rote Armee befreit.,Bis 15. März 1945: Marsch Görlitz – Bautzen – Kamenz – Großen- hain – Riesa – Oschatz – Wurzen – Eilenburg – Halle. Verzeichnis der KZ-Außenlager 533,Eisleben – Nordhausen (Boelcke-Kaserne). Während des Mar- sches starben 155 Häftlinge. 16. März 1945: 441 Überlebende wurden registriert. 33 oder 36 von ihnen verstarben im Lager. Teilweise wurden die Häftlinge nach Bergen-Belsen weiter evakuiert.,15. April Befreiung KZ Bergen-Belsen,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
